ticker,price,exchange,currency
GLDD,7.88,NASDAQ,
HTBK,8.40,NASDAQ,
SD,14.17,NYSE,
TSVT,10.21,NASDAQ,
ITOS,14.02,NASDAQ,
ANAB,19.90,NASDAQ,
TARS,18.36,NASDAQ,
GCBC,29.65,NASDAQ,
AVD,17.28,NYSE,
VVI,24.14,NYSE,
MVST,1.58,NASDAQ,
HA,9.85,NASDAQ,
FLWS,7.79,NASDAQ,
FC,10.30,TSE,
ARTNA,49.30,NASDAQ,
GOOD,12.24,NASDAQ,
MXCT,4.70,NASDAQ,
VPG,37.05,NYSE,
TIPT,14.24,NASDAQ,
COOK,3.98,NYSE,
LQDT,15.96,NASDAQ,
TSE,13.13,NYSE,
AMAL,16.21,NASDAQ,
HCI,60.18,NYSE,
TRDA,15.15,NASDAQ,
SST,4.53,NYSE,
CLSK,4.78,NASDAQ,
ENTA,22.91,NASDAQ,
NRIX,10.01,NASDAQ,
RBBN,2.84,NASDAQ,
CABA,12.03,NASDAQ,
SRI,18.00,NYSE,
TRIN,13.61,NASDAQ,
DGICA,14.93,NASDAQ,
WSR,9.60,NYSE,
ACCO,5.13,NYSE,
TILE,8.33,NASDAQ,
KRNY,7.25,NASDAQ,
ORGO,3.65,NASDAQ,
HAFC,15.71,NASDAQ,
RWAY,12.13,NASDAQ,
AURA,12.61,NASDAQ,
MITK,10.63,NASDAQ,
LAW,7.74,NYSE,
ALVR,4.93,NASDAQ,
SRG,8.25,NYSE,
SNBR,21.85,NASDAQ,
SRRK,9.11,NASDAQ,
LBC,9.06,NASDAQ,
CAC,32.67,NASDAQ,
CLDT,9.32,NYSE,
HBNC,10.79,NASDAQ,
DWAC,12.74,NASDAQ,
HIBB,37.20,NASDAQ,
TSP,2.21,NASDAQ,
EBS,9.73,NYSE,
SMBC,40.47,NASDAQ,
TRC,17.54,NYSE,
ICPT,11.74,NASDAQ,
WASH,26.86,NASDAQ,
MCS,14.79,NYSE,
MBI,8.57,NYSE,
AMCX,10.75,NASDAQ,
HVT,28.36,NYSE,
BFLY,2.24,NYSE,
CATC,59.46,NASDAQ,
QNST,8.48,NASDAQ,
MCBS,18.22,NASDAQ,
MBWM,28.19,NASDAQ,
EOLS,8.17,NASDAQ,
EZPW,8.30,NASDAQ,
CECO,13.40,NASDAQ,
TPIC,10.62,NASDAQ,
OTLK,1.75,NASDAQ,
NVEC,94.59,NASDAQ,
HIFS,205.71,NASDAQ,
OLP,21.02,NYSE,
DDI,9.00,NASDAQ,
CPF,16.41,NYSE,
ERAS,2.89,NASDAQ,
NEGG,1.13,NASDAQ,
TNYA,6.17,NASDAQ,
CERS,2.56,NASDAQ,
EGHT,3.65,NASDAQ,
AMRS,1.17,NASDAQ,
CDNA,19.08,TSE,
OIS,7.02,NYSE,
PETQ,14.81,NASDAQ,
ANGO,11.06,NASDAQ,
MGTX,6.91,NASDAQ,
AIRS,7.43,NASDAQ,
GAIN,12.86,NASDAQ,
ORC,10.24,NYSE,
OPY,39.16,NYSE,
IHRT,3.45,NASDAQ,
SLGC,2.34,NASDAQ,
KOD,7.29,NASDAQ,
VALU,45.00,NASDAQ,
HLLY,3.64,NYSE,
CNSL,3.60,NASDAQ,
NTGR,14.36,NASDAQ,
SFIX,3.64,NASDAQ,
METC,9.56,NASDAQ,
EVC,4.06,NYSE,
HDSN,9.50,NASDAQ,
CMBM,15.16,NASDAQ,
OMGA,7.13,NASDAQ,
HONE,8.91,NASDAQ,
SLAM,10.59,NASDAQ,
EGY,3.90,NYSE,
NEWT,17.03,NASDAQ,
MCB,1.40,TSE,
MLR,36.58,NYSE,
SCPL,19.51,NASDAQ,
ISPR,7.68,NASDAQ,
AAN,13.30,NYSE,
CMAX,3.80,NASDAQ,
SLDP,2.28,NASDAQ,
SRDX,30.10,NASDAQ,
SIGA,5.48,NASDAQ,
VTNR,5.35,NASDAQ,
CSV,27.48,NYSE,
ODC,56.35,NYSE,
CLOV,0.85,NASDAQ,
AVTE,16.70,NASDAQ,
RCEL,15.87,NASDAQ,
THFF,33.17,NASDAQ,
ALLK,4.49,NASDAQ,
ABUS,2.37,NASDAQ,
ICVX,9.67,NASDAQ,
IGMS,8.86,NASDAQ,
SCWO,3.17,NASDAQ,
TPB,23.71,NYSE,
FFIC,13.78,NASDAQ,
EOSE,3.51,NASDAQ,
RXT,1.84,NASDAQ,
RMNI,4.43,NASDAQ,
SKYT,8.84,NASDAQ,
QRTEA,0.91,NASDAQ,
NRDY,4.00,NYSE,
ANIK,26.89,NASDAQ,
DJCO,288.73,NASDAQ,
OSUR,5.31,NASDAQ,
BLNK,6.22,NASDAQ,
SGHT,8.05,NASDAQ,
RRBI,54.82,NASDAQ,
XERS,2.98,NASDAQ,
NR,4.78,NYSE,
MRSN,3.28,NASDAQ,
HQI,27.92,NASDAQ,
ONTF,8.08,NYSE,
SCPH,10.39,NASDAQ,
EQBK,24.78,NYSE,
NUVB,1.75,NYSE,
VLD,1.99,NYSE,
FFIE,0.24,NASDAQ,
KODK,4.69,NYSE,
RMR,23.38,NASDAQ,
AXGN,9.05,NASDAQ,
RSVR,6.07,NASDAQ,
BRT,19.79,NYSE,
IBEX,20.93,NASDAQ,
VHI,2.70,TSE,
SMBK,22.55,NASDAQ,
LOVE,25.85,NASDAQ,
BLTE,13.60,NASDAQ,
QUOT,3.90,NYSE,
OPI,7.84,NASDAQ,
PNTG,12.73,NASDAQ,
CCNE,17.75,NASDAQ,
HTBI,22.06,NASDAQ,
ARAY,3.84,NASDAQ,
INSE,14.52,NASDAQ,
PNNT,5.79,NYSE,
VIGL,10.00,NASDAQ,
FF,0.18,TSE,
GLUE,7.19,NASDAQ,
SOI,8.06,NYSE,
FSBC,21.66,NASDAQ,
BLUE,3.42,NASDAQ,
ALRS,18.49,NASDAQ,
BBAI,2.40,NYSE,
EBTC,29.47,NASDAQ,
VEL,11.35,NYSE,
AVNW,31.72,NASDAQ,
SWIM,3.12,NASDAQ,
PSTL,14.58,NYSE,
GNE,14.33,NYSE,
VNDA,6.25,NASDAQ,
NRGV,2.54,NYSE,
TTI,2.84,NYSE,
OOMA,14.54,NYSE,
CPSI,24.90,NASDAQ,
CHRS,3.87,NASDAQ,
FRGE,2.15,NYSE,
OCUL,4.74,NASDAQ,
GLAD,9.52,NASDAQ,
FHTX,8.70,NASDAQ,
AKYA,7.17,NASDAQ,
ZYXI,9.69,NASDAQ,
HIPO,15.05,NYSE,
SVRA,3.05,NASDAQ,
AMSWA,10.27,NASDAQ,
VMD,12.71,TSE,
LUNA,9.80,NASDAQ,
SMTI,43.55,NASDAQ,
WULF,1.70,NASDAQ,
KRT,17.98,NASDAQ,
ASRT,6.32,NASDAQ,
LOCO,9.85,NASDAQ,
OLMA,8.40,NASDAQ,
BAND,13.02,NASDAQ,
LYTS,12.59,NASDAQ,
UTMD,93.75,NASDAQ,
AROW,20.82,NASDAQ,
LSEA,8.58,NASDAQ,
AVIR,4.00,NASDAQ,
ARL,20.25,NYSE,
TPC,6.51,NYSE,
INOD,13.27,NASDAQ,
IMRX,11.16,NASDAQ,
CUTR,15.85,NASDAQ,
PACK,4.01,NYSE,
ALXO,7.31,NASDAQ,
MOFG,20.93,NASDAQ,
GBIO,5.35,NASDAQ,
USX,6.13,NYSE,
VLGEA,22.44,NASDAQ,
VOR,4.77,NASDAQ,
CVGI,10.18,NASDAQ,
KALV,9.78,NASDAQ,
BHR,3.91,NYSE,
TCI,37.62,NYSE,
VUZI,5.28,NASDAQ,
NATH,81.75,NASDAQ,
NBN,42.42,NASDAQ,
HYLN,1.75,NYSE,
MCBC,9.42,NASDAQ,
LPSN,4.27,NASDAQ,
YMAB,7.53,NASDAQ,
XFOR,2.05,NASDAQ,
DXLG,5.24,NASDAQ,
GEVO,1.36,NASDAQ,
FMAO,23.84,NASDAQ,
DSKE,7.08,NASDAQ,
SENEA,42.99,NASDAQ,
PANL,7.11,NASDAQ,
TWOU,3.84,NASDAQ,
HMPT,2.31,NASDAQ,
WSBF,14.43,NASDAQ,
DTC,5.09,NYSE,
DSGN,5.50,NASDAQ,
SAR,26.85,NYSE,
PGEN,1.17,NASDAQ,
BTBT,4.03,NASDAQ,
STRO,5.39,NASDAQ,
ZIMV,12.14,NASDAQ,
AMNB,29.32,NASDAQ,
WTBA,18.51,NASDAQ,
NVTA,1.15,NYSE,
OSG,4.43,NYSE,
CZNC,19.86,NASDAQ,
ZUMZ,16.18,NASDAQ,
SMMF,21.02,NASDAQ,
CVRX,14.90,NASDAQ,
TNGX,3.48,NASDAQ,
BMRC,19.19,NASDAQ,
NN,2.76,NASDAQ,
BOOM,16.10,NASDAQ,
FARO,15.78,NASDAQ,
ZVIA,4.67,NYSE,
PETS,13.75,NASDAQ,
DAKT,6.95,NASDAQ,
NODK,14.34,NASDAQ,
GPP,12.63,NASDAQ,
PFIS,42.79,NASDAQ,
RLYB,7.33,NASDAQ,
HUMA,2.89,NASDAQ,
HNRG,9.53,NASDAQ,
NWPX,29.88,NASDAQ,
GCO,23.64,NYSE,
WHF,12.80,NASDAQ,
CLAR,7.93,NASDAQ,
SEER,4.46,NASDAQ,
SCM,14.20,NYSE,
ORIC,6.58,NASDAQ,
DNMR,2.59,NYSE,
UIS,4.25,NYSE,
PMTS,25.37,NASDAQ,
TREE,20.93,NASDAQ,
RM,30.61,NYSE,
REFI,15.99,NASDAQ,
RDVT,21.00,NASDAQ,
PLSE,6.07,NASDAQ,
SMHI,10.89,NYSE,
NVCT,17.74,NASDAQ,
PKE,14.41,NYSE,
ASA,14.84,NYSE,
PRPL,2.67,NASDAQ,
FNLC,25.60,NASDAQ,
CSTR,13.34,NASDAQ,
VCSA,0.59,NASDAQ,
BBW,19.70,NYSE,
CVEO,19.42,NYSE,
LMNR,16.13,NASDAQ,
GOEV,0.53,NASDAQ,
CURV,2.70,NYSE,
WLFC,45.21,NASDAQ,
NL,5.71,NYSE,
RYAM,4.10,NYSE,
SLQT,1.65,NYSE,
PMVP,5.92,NASDAQ,
VAXX,2.10,NASDAQ,
SBT,12.15,TSE,
BWB,9.96,NASDAQ,
IPI,21.53,NYSE,
HBCP,33.22,NASDAQ,
NUTX,0.50,NASDAQ,
LE,8.68,NASDAQ,
GCI,1.92,NYSE,
PRLD,5.08,NASDAQ,
MVBF,21.67,NASDAQ,
DSP,4.48,NASDAQ,
AEVA,1.18,NYSE,
PTRA,1.23,NASDAQ,
GHL,14.63,NYSE,
AVAH,1.48,NASDAQ,
CDZI,4.05,NASDAQ,
III,1.80,TSE,
URGN,11.98,NASDAQ,
EEX,4.47,NYSE,
UONE,5.45,NASDAQ,
NGM,3.29,NASDAQ,
CIX,14.76,TSE,
OVID,3.78,NASDAQ,
RIGL,1.67,NASDAQ,
GPMT,5.30,NYSE,
GATO,5.02,TSE,
KLTR,2.06,NASDAQ,
ACNB,31.39,NASDAQ,
TELA,10.88,NASDAQ,
SSTI,21.90,NASDAQ,
PCYO,10.81,NASDAQ,
CIVB,16.77,NASDAQ,
FFWM,4.67,NASDAQ,
TDUP,2.49,NASDAQ,
ACTG,4.52,NASDAQ,
BLDE,3.72,NASDAQ,
TAST,5.26,NASDAQ,
SPOK,13.66,NASDAQ,
VOXX,11.67,NASDAQ,
WEYS,27.11,NASDAQ,
BSRR,17.31,NASDAQ,
BARK,1.45,NYSE,
LIAN,2.40,NASDAQ,
RBOT,28.26,TSE,
INGN,11.41,NASDAQ,
MASS,7.64,NASDAQ,
PLCE,21.44,NASDAQ,
RELL,18.32,NASDAQ,
ITIC,136.05,NASDAQ,
FET,26.41,NYSE,
NC,35.08,NYSE,
POWW,2.16,NASDAQ,
PFMT,3.53,NASDAQ,
EGRX,19.62,NASDAQ,
EHTH,8.93,NASDAQ,
RNGR,10.50,NYSE,
AMPY,6.58,NYSE,
OPRX,14.58,NASDAQ,
FBIZ,30.16,NASDAQ,
SKLZ,0.60,NYSE,
PRTH,3.37,NASDAQ,
FISI,16.34,NASDAQ,
VRCA,6.05,NASDAQ,
SOL,3.82,NYSE,
BKSY,1.85,NYSE,
CRMD,5.80,NASDAQ,
SHBI,12.32,NASDAQ,
LFCR,8.05,NASDAQ,
ASUR,12.30,NASDAQ,
HT,5.92,NYSE,
SKYX,2.86,NASDAQ,
THRN,4.57,NASDAQ,
CPS,15.25,NYSE,
NATR,12.65,NASDAQ,
ABOS,5.71,NASDAQ,
APYX,7.33,NASDAQ,
LVOX,2.56,NASDAQ,
PPTA,5.15,TSE,
PEPG,9.23,NASDAQ,
PBPB,8.15,NASDAQ,
NKTX,4.61,NASDAQ,
UNTY,23.48,NASDAQ,
EGAN,7.37,NASDAQ,
WLDN,18.06,NASDAQ,
EYPT,6.61,NASDAQ,
CMTL,8.96,NASDAQ,
KPTI,2.02,NASDAQ,
TGAN,3.82,NASDAQ,
TCBX,16.96,NASDAQ,
MG,72.77,TSE,
IMMR,7.13,NASDAQ,
HFFG,4.20,NASDAQ,
RBB,12.23,NASDAQ,
OCN,31.45,NYSE,
AMTX,6.26,NASDAQ,
PKOH,18.40,NASDAQ,
EVER,6.79,NASDAQ,
AIP,6.20,NASDAQ,
QIPT,7.54,TSE,
NRIM,40.69,NASDAQ,
AKTS,3.11,NASDAQ,
STKS,7.09,NASDAQ,
LLAP,1.38,NYSE,
PRTS,4.02,NASDAQ,
CDLX,6.48,NASDAQ,
SKIL,1.38,NYSE,
RANI,4.34,NASDAQ,
FRGI,8.76,NASDAQ,
KOPN,2.06,NASDAQ,
NSTG,4.37,NASDAQ,
BSVN,24.50,NASDAQ,
CLPR,5.39,NYSE,
PDLB,9.01,NASDAQ,
BCML,18.01,NASDAQ,
TIO,1.30,NASDAQ,
UTI,6.52,NYSE,
FLL,6.37,NASDAQ,
TUSK,4.76,NASDAQ,
SWKH,17.03,NASDAQ,
BLND,0.91,NYSE,
JAKK,22.16,NASDAQ,
MBCN,27.43,NASDAQ,
PLBC,37.14,NASDAQ,
SPPI,1.09,NASDAQ,
GRTS,2.53,NASDAQ,
CNTY,7.07,NASDAQ,
OUST,5.45,NYSE,
MKFG,1.05,NYSE,
ATOM,8.48,NASDAQ,
XOMA,18.57,NASDAQ,
JILL,20.77,NYSE,
RGCO,21.81,NASDAQ,
AGS,5.55,NYSE,
ZVRA,6.08,NASDAQ,
AKBA,1.09,NASDAQ,
BIG,7.90,NYSE,
TSBK,25.41,NASDAQ,
BHIL,0.98,NYSE,
SFST,25.40,NASDAQ,
PSTX,2.30,NASDAQ,
BNGO,0.65,NASDAQ,
PKBK,17.20,NASDAQ,
RRGB,13.42,NASDAQ,
GRWG,3.34,NASDAQ,
STRS,25.90,NASDAQ,
SGMO,1.23,NASDAQ,
ORRF,19.22,NASDAQ,
TG,6.29,NYSE,
QSI,1.49,NASDAQ,
BCBP,12.01,NASDAQ,
TLYS,7.00,NYSE,
THRD,5.00,NASDAQ,
ALT,4.19,NASDAQ,
DLTH,6.01,NASDAQ,
UIHC,4.66,NASDAQ,
ATLX,22.16,NASDAQ,
TALK,1.20,NASDAQ,
HOFT,18.72,NASDAQ,
CTXR,1.28,NASDAQ,
JYNT,13.25,NASDAQ,
ALTO,2.50,NASDAQ,
CDXS,2.97,NASDAQ,
AADI,7.81,NASDAQ,
VRA,6.46,NASDAQ,
QUAD,3.59,NYSE,
BWFG,24.52,NASDAQ,
FEAM,4.17,NASDAQ,
ALCO,25.23,NASDAQ,
TRUE,2.12,NASDAQ,
GWH,1.27,NYSE,
CVLY,20.00,NASDAQ,
TRHC,7.13,NASDAQ,
PWOD,27.10,NASDAQ,
SAMG,20.24,NASDAQ,
OPRT,5.70,NASDAQ,
SSBK,21.90,NASDAQ,
CFFI,55.40,NASDAQ,
TSQ,11.86,NYSE,
HEAR,11.10,NASDAQ,
CVCY,15.97,NASDAQ,
BIRD,1.18,NASDAQ,
KVHI,9.91,NASDAQ,
ABSI,1.78,NASDAQ,
BCAB,3.82,NASDAQ,
PTMN,19.70,NASDAQ,
ATRA,1.90,NASDAQ,
ITI,4.37,NASDAQ,
DHX,3.96,NYSE,
XAIR,5.99,NASDAQ,
ESCA,14.02,NASDAQ,
SELB,1.17,NASDAQ,
ACET,4.62,NASDAQ,
OBT,33.25,NASDAQ,
BGFV,8.33,NASDAQ,
AUGX,4.36,NASDAQ,
PDSB,5.87,NASDAQ,
WISH,7.53,NASDAQ,
LYRA,3.76,NASDAQ,
RMBL,11.39,NASDAQ,
KZR,2.43,NASDAQ,
SPWH,4.90,NASDAQ,
KRMD,3.97,NASDAQ,
CCLP,1.25,NASDAQ,
XBIT,5.95,NASDAQ,
OXSQ,2.69,NASDAQ,
SDC,0.44,NASDAQ,
LTRPA,0.67,NASDAQ,
MACK,12.36,NASDAQ,
WKHS,0.93,NASDAQ,
WE,0.21,NYSE,
HYZN,0.77,NASDAQ,
SMLR,25.69,NASDAQ,
BCOV,4.07,NASDAQ,
RDW,2.56,NYSE,
MYFW,18.00,NASDAQ,
MNSB,23.05,NASDAQ,
INVE,7.13,NASDAQ,
VERI,4.51,NASDAQ,
CARA,3.26,NASDAQ,
SATL,1.95,NASDAQ,
TLS,2.28,NASDAQ,
GRPH,2.86,NASDAQ,
PCYG,9.50,NASDAQ,
ATLO,18.37,NASDAQ,
LCNB,14.97,NASDAQ,
ESSA,15.89,NASDAQ,
TCFC,28.77,NASDAQ,
VSTM,9.72,NASDAQ,
VRM,1.27,NASDAQ,
VABK,30.90,NASDAQ,
TWIN,11.78,NASDAQ,
CATO,7.88,NYSE,
WGS,6.16,NASDAQ,
LTCH,1.21,NASDAQ,
ADVM,1.56,NASDAQ,
USGO,12.73,NASDAQ,
CTSO,3.65,NASDAQ,
NDLS,3.38,NASDAQ,
FGBI,13.62,NASDAQ,
AREC,2.03,NASDAQ,
LTRX,4.22,NASDAQ,
MAPS,0.83,NASDAQ,
CCCC,2.96,NASDAQ,
FSTR,13.90,NASDAQ,
BLZE,4.25,NASDAQ,
MTRX,5.34,NASDAQ,
LRMR,3.47,NASDAQ,
LAZY,11.36,NASDAQ,
RCKY,19.95,NASDAQ,
REAL,6.24,TSE,
BODY,0.51,NYSE,
HNST,1.61,NASDAQ,
KNTE,3.14,NASDAQ,
RENT,2.16,NASDAQ,
AXTI,3.30,NASDAQ,
TCS,24.99,TSE,
CELU,0.81,NASDAQ,
HRTX,1.21,NASDAQ,
KLXE,9.57,NASDAQ,
ESPR,1.42,NASDAQ,
HURC,21.69,NASDAQ,
VXRT,0.92,NASDAQ,
PVBC,8.46,NASDAQ,
HGBL,3.84,NASDAQ,
OCGN,0.59,NASDAQ,
RGTI,0.98,NASDAQ,
SAL,24.17,NASDAQ,
GTHX,2.63,NASDAQ,
LL,4.47,NYSE,
ANTX,7.21,NASDAQ,
MNMD,3.60,NASDAQ,
GLSI,10.52,NASDAQ,
GHM,13.03,NYSE,
DIBS,3.56,NASDAQ,
SEEL,1.06,NASDAQ,
AJX,5.78,NYSE,
ZFOX,1.06,NASDAQ,
TCRX,2.84,NASDAQ,
OPTN,1.19,NASDAQ,
SLDB,6.12,NASDAQ,
GLT,3.00,NYSE,
UFI,7.30,NYSE,
ARC,2.95,NYSE,
WNEB,5.87,NASDAQ,
INO,0.48,NASDAQ,
GRPN,4.81,NASDAQ,
INBK,14.53,NASDAQ,
PAYS,2.51,NASDAQ,
PLBY,1.66,NASDAQ,
IVVD,1.13,NASDAQ,
WMPN,10.06,NASDAQ,
BSET,14.48,NASDAQ,
RMBI,11.06,NASDAQ,
HWBK,17.81,NASDAQ,
NOTV,4.86,NASDAQ,
FREE,2.69,NASDAQ,
OPBK,8.38,NASDAQ,
DZSI,4.27,NASDAQ,
LIFE,21.40,TSE,
ADTH,1.35,NASDAQ,
FOSL,2.45,NASDAQ,
GOSS,1.31,NASDAQ,
PRTK,2.21,NASDAQ,
HNVR,17.96,NASDAQ,
MPAA,6.43,NASDAQ,
CTV,0.94,NYSE,
CDXC,1.60,NASDAQ,
CMRX,1.35,NASDAQ,
FAT,7.65,NASDAQ,
BKKT,1.38,NYSE,
SPRU,0.85,NYSE,
PRPH,7.34,NASDAQ,
CAPR,4.90,NASDAQ,
ISSC,7.35,NASDAQ,
PRCH,1.17,NASDAQ,
FNGR,2.89,NASDAQ,
WHG,12.80,NYSE,
ATOS,0.92,NASDAQ,
GLYC,1.79,NASDAQ,
HMST,6.26,NASDAQ,
SOND,0.58,NASDAQ,
VATE,1.58,NYSE,
NEOV,3.51,NASDAQ,
CALB,14.57,NASDAQ,
ECBK,13.04,NASDAQ,
MLVF,15.70,NASDAQ,
PWFL,3.24,NASDAQ,
MNOV,2.42,NASDAQ,
OVBC,24.32,NASDAQ,
SRT,2.83,NYSE,
USAP,13.15,NASDAQ,
FINW,8.80,NASDAQ,
CASA,1.20,NASDAQ,
CIA,5.56,TSE,
TCRT,0.46,NASDAQ,
PRDS,1.82,NASDAQ,
AQST,2.02,NASDAQ,
ISTR,11.67,NASDAQ,
FONR,16.90,NASDAQ,
ASTR,0.39,NASDAQ,
NINE,3.51,NYSE,
PTRS,6.52,NASDAQ,
TBNK,24.00,TSE,
HRTG,4.25,NYSE,
UPLD,3.10,NASDAQ,
VERU,1.21,NASDAQ,
QMCO,1.15,NASDAQ,
LWAY,7.39,NASDAQ,
ATHA,2.87,NASDAQ,
BGSF,9.73,NYSE,
FNWB,11.04,NASDAQ,
ANIX,3.24,NASDAQ,
PEBK,18.55,NASDAQ,
RVSB,5.04,NASDAQ,
QUIK,7.42,NASDAQ,
UEIC,8.51,NASDAQ,
KORE,1.14,NYSE,
RAD,1.99,NYSE,
NKTR,0.53,NASDAQ,
LAKE,14.33,NASDAQ,
UNB,22.85,NASDAQ,
TALS,2.20,NASDAQ,
GEOS,7.76,NASDAQ,
HOWL,2.81,NASDAQ,
CTMX,1.54,NASDAQ,
SCYX,2.72,NASDAQ,
LCUT,4.41,NASDAQ,
IVAC,3.85,NASDAQ,
BFIN,18.01,TSE,
XXII,0.45,NASDAQ,
EAR,4.80,NASDAQ,
KITT,2.05,NASDAQ,
PXLW,1.74,NASDAQ,
BDSX,1.19,NASDAQ,
FCUV,13.47,TSE,
EARN,45.91,TSE,
REKR,1.53,NASDAQ,
NNBR,2.22,NASDAQ,
SUP,3.58,NYSE,
GNUS,3.19,NASDAQ,
CRVS,2.30,NASDAQ,
FLXS,18.57,NASDAQ,
PSNL,2.02,NASDAQ,
ENZ,1.96,NYSE,
MESA,2.45,NASDAQ,
CONN,3.97,NASDAQ,
SPIR,0.68,NYSE,
AKLI,1.15,NASDAQ,
RDI,2.64,NASDAQ,
CPTN,0.55,NASDAQ,
BHG,13.18,NYSE,
BZFD,0.58,NASDAQ,
SNCR,0.96,NASDAQ,
SPRB,2.27,NASDAQ,
KRON,1.51,NASDAQ,
BSGM,1.21,NASDAQ,
BCLI,2.32,NASDAQ,
SCTL,1.07,NASDAQ,
INSG,0.73,NASDAQ,
CETY,2.30,NASDAQ,
PROV,12.06,NASDAQ,
LVLU,2.13,NASDAQ,
ROOT,3.02,TSE,
RLMD,2.73,NASDAQ,
VTSI,7.83,NASDAQ,
FBIO,0.60,NASDAQ,
ABEO,4.83,NASDAQ,
VERY,5.75,NASDAQ,
STRM,1.45,NASDAQ,
GALT,1.38,NASDAQ,
VRAY,0.41,NASDAQ,
MMLP,2.05,NASDAQ,
DARE,0.96,NASDAQ,
OFED,14.28,NASDAQ,
SCOR,0.85,NASDAQ,
TESS,8.93,NASDAQ,
IDEX,0.10,NASDAQ,
PET,30.93,TSE,
CLSD,1.33,NASDAQ,
XLO,2.97,NASDAQ,
ORN,2.54,NYSE,
DMTK,2.48,NASDAQ,
LEE,13.48,NASDAQ,
DOMA,0.23,NYSE,
PPSI,8.41,NASDAQ,
CRIS,0.81,NASDAQ,
SPRO,1.46,NASDAQ,
RBT,0.39,NYSE,
CENN,0.30,NASDAQ,
BWEN,3.96,NASDAQ,
OPOF,15.85,NASDAQ,
UP,3.13,NYSE,
SLNG,4.41,NASDAQ,
VIA,9.70,NASDAQ,
LGVN,3.59,NASDAQ,
RVLP,0.77,NASDAQ,
SOHO,2.02,NASDAQ,
WFCF,13.91,NASDAQ,
AXDX,0.73,NASDAQ,
CAMP,1.81,NASDAQ,
YELL,1.31,NASDAQ,
IMUX,1.67,NASDAQ,
DTIL,0.59,NASDAQ,
PIRS,0.26,NASDAQ,
SMSI,1.12,NASDAQ,
CURO,1.70,NYSE,
FRBK,1.01,NASDAQ,
PRAX,1.10,NASDAQ,
HLTH,0.44,NASDAQ,
TIL,0.51,NASDAQ,
APEI,3.91,NASDAQ,
DFLI,1.55,NASDAQ,
GROV,1.85,NYSE,
SND,1.68,NASDAQ,
BEAT,2.40,NASDAQ,
RCAT,1.16,NASDAQ,
EMBK,2.80,NASDAQ,
FTK,0.75,NYSE,
BNED,1.21,NYSE,
DAVE,5.58,NASDAQ,
VANI,1.27,NASDAQ,
LTRN,5.85,NASDAQ,
XOS,0.40,NASDAQ,
WRAP,1.46,NASDAQ,
FXLV,0.67,NYSE,
HYMC,0.32,NASDAQ,
VBFC,43.80,NASDAQ,
SYRS,3.05,NASDAQ,
VIRC,4.02,NASDAQ,
LUCD,1.42,NASDAQ,
LPTX,4.46,NASDAQ,
VWE,1.06,NASDAQ,
VGZ,0.70,TSE,
VTVT,0.79,NASDAQ,
STIM,2.17,NASDAQ,
RMTI,4.47,NASDAQ,
VIRX,1.56,NASDAQ,
HOUR,1.73,NASDAQ,
SNDA,8.19,NYSE,
RIDE,3.56,NASDAQ,
STRC,0.38,NASDAQ,
OMIC,0.80,NASDAQ,
CULP,4.71,NYSE,
GECC,7.62,NASDAQ,
SONX,1.14,NYSE,
NHTC,4.96,NASDAQ,
PHUN,0.53,NASDAQ,
FARM,2.75,NASDAQ,
LOAN,5.06,NASDAQ,
APPH,0.36,NASDAQ,
OESX,1.75,NASDAQ,
WMC,9.15,NYSE,
UTRS,0.28,NASDAQ,
AKA,0.47,NYSE,
VRAR,3.60,NASDAQ,
BIOR,3.83,NASDAQ,
FLNT,0.035,TSE,
LRFC,20.05,NASDAQ,
QNCX,1.40,NASDAQ,
ATIP,11.97,NYSE,
GIFI,3.25,NASDAQ,
USIO,1.93,NASDAQ,
RFL,2.12,NYSE,
SURF,0.85,NASDAQ,
GAIA,2.46,NASDAQ,
LPTH,1.37,NASDAQ,
RGS,1.06,NYSE,
BYSI,1.28,NASDAQ,
IDN,2.57,NASDAQ,
UBX,3.29,NASDAQ,
TTCF,0.59,NASDAQ,
RAIL,2.77,NASDAQ,
HEPA,11.71,NASDAQ,
COYA,4.70,NASDAQ,
FATH,0.34,NYSE,
SUNL,0.35,NYSE,
RAIN,1.31,NASDAQ,
HLGN,0.23,NYSE,
SONM,1.16,NASDAQ,
EXPR,0.63,NYSE,
AVRO,0.99,NASDAQ,
EFTR,0.81,NASDAQ,
CWD,2.14,NASDAQ,
TOI,0.60,NASDAQ,
SLS,5.72,TSE,
TSHA,0.70,NASDAQ,
SNTI,1.00,NASDAQ,
HHS,5.70,NASDAQ,
VNCE,3.41,NYSE,
DRCT,3.06,NASDAQ,
HFBL,13.81,NASDAQ,
KAVL,0.78,NASDAQ,
GRNA,0.29,NASDAQ,
RPID,0.99,NASDAQ,
PAVM,0.40,NASDAQ,
NCSM,18.06,NASDAQ,
HYFM,0.96,NASDAQ,
SUNW,1.13,NASDAQ,
JOAN,1.03,NASDAQ,
DUOT,5.52,NASDAQ,
IZEA,2.51,NASDAQ,
CYN,1.20,NASDAQ,
GNPX,0.79,NASDAQ,
SPI,1.36,NASDAQ,
TRKA,2.52,NASDAQ,
NLS,1.25,NYSE,
OWLT,0.35,NYSE,
TXMD,3.94,NASDAQ,
ATER,0.47,NASDAQ,
MULN,0.20,NASDAQ,
ALPS,0.71,NASDAQ,
UPXI,2.18,NASDAQ,
