ticker,price,exchange,currency
RS,14.48,TSE,
DT,50.80,NYSE,
RIVN,14.62,NASDAQ,
WPC,68.25,NYSE,
AGR,38.27,NYSE,
J,114.98,NYSE,
SIRI,3.66,NASDAQ,
AMH,34.93,NYSE,
LKQ,54.98,NASDAQ,
PKI,33.23,TSE,
TRU,73.99,NYSE,
SNA,272.88,NYSE,
TAP,66.54,NYSE,
BAH,109.52,NYSE,
ZBRA,270.88,NASDAQ,
EQT,39.78,NYSE,
WLK,111.71,NYSE,
GGG,84.96,NYSE,
MRO,23.04,NYSE,
BG,91.82,NYSE,
AES,20.98,NYSE,
JBL,105.12,NYSE,
SYF,32.81,NYSE,
CF,8.28,TSE,
WSO,362.02,NYSE,
AKAM,88.07,NASDAQ,
POOL,356.74,NASDAQ,
INCY,61.89,NASDAQ,
SWK,88.58,NYSE,
WMG,26.44,NASDAQ,
CPB,45.68,NYSE,
AVY,169.79,NYSE,
EVRG,59.01,NASDAQ,
NDSN,236.36,NASDAQ,
COIN,58.10,NASDAQ,
ELS,67.89,NYSE,
TXT,66.56,NYSE,
LNT,53.27,NASDAQ,
DECK,510.14,NYSE,
AVTR,19.71,NYSE,
L,114.77,TSE,
BEN,26.13,NYSE,
FMC,108.86,NYSE,
CFG,26.94,NYSE,
LEGN,73.99,NASDAQ,
PEN,336.37,NYSE,
GLPI,48.71,NASDAQ,
TRMB,50.67,NASDAQ,
EPAM,215.70,NYSE,
LCID,6.05,NASDAQ,
DXCM,127.86,NASDAQ,
MAS,56.17,NYSE,
WDC,38.42,NASDAQ,
KMX,78.30,NYSE,
TWLO,64.43,NYSE,
ACI,21.43,NYSE,
SRPT,126.87,NASDAQ,
VTRS,10.11,NASDAQ,
CSL,241.70,NYSE,
TECH,10.58,TSE,
WYNN,106.35,NASDAQ,
LSCC,85.24,NASDAQ,
ACM,86.56,NYSE,
MMP,59.81,NYSE,
JKHY,164.27,NASDAQ,
KIM,19.10,NYSE,
CPT,110.95,NYSE,
OKTA,70.35,NASDAQ,
GEN,18.23,NASDAQ,
BILL,108.63,NYSE,
TFX,244.89,NYSE,
ETSY,94.63,NASDAQ,
MANH,189.71,NASDAQ,
PKG,131.66,NYSE,
CE,108.52,NYSE,
HST,16.64,NASDAQ,
MTCH,41.01,NASDAQ,
DKS,136.49,NYSE,
LDOS,86.47,NYSE,
SMCI,219.91,NASDAQ,
DOX,95.58,NASDAQ,
H,36.95,TSE,
MOS,35.50,NYSE,
DPZ,323.11,NYSE,
TOST,21.29,NYSE,
DKNG,24.95,NASDAQ,
PSTG,36.10,NYSE,
CG,7.90,TSE,
GDDY,72.53,NYSE,
OC,124.77,NYSE,
NI,27.50,NYSE,
ZI,23.97,NASDAQ,
LECO,195.07,NASDAQ,
RYAN,42.97,NYSE,
Z,48.71,NASDAQ,
LSI,130.38,NYSE,
LII,313.56,NYSE,
BRKR,73.80,NASDAQ,
ERIE,212.87,NASDAQ,
PEAK,19.87,NYSE,
NWS,19.50,NASDAQ,
REXR,53.04,NYSE,
SWAV,296.26,NASDAQ,
XM,18.08,NASDAQ,
IP,31.12,NYSE,
UI,172.85,NYSE,
WTRG,40.94,NYSE,
BWA,46.31,NYSE,
CELH,140.47,NASDAQ,
CHK,81.86,NASDAQ,
AZPN,165.68,NASDAQ,
CHRW,93.42,NASDAQ,
LBRDA,72.60,NASDAQ,
FIVE,194.77,NASDAQ,
BIO,366.47,NYSE,
RPM,83.29,NYSE,
CRL,206.31,NYSE,
CRBG,16.41,NYSE,
AAL,16.30,NASDAQ,
PAG,156.25,NYSE,
CZR,48.43,NASDAQ,
CCK,86.98,NYSE,
ARMK,40.45,NYSE,
AOS,69.85,NYSE,
DOCU,50.70,NASDAQ,
PCTY,181.64,NASDAQ,
IEP,27.33,NASDAQ,
UTHR,223.07,NASDAQ,
UHS,149.75,NYSE,
CDAY,86.54,TSE,
REG,59.64,NASDAQ,
COTY,12.48,NYSE,
CNA,38.43,NYSE,
MKTX,266.90,NASDAQ,
APA,34.21,NASDAQ,
PARA,15.74,NASDAQ,
APLS,87.44,NASDAQ,
TPL,"1,331.00",NYSE,
FND,96.18,NYSE,
HSIC,79.68,NASDAQ,
GL,106.84,NYSE,
QRVO,100.80,NASDAQ,
NLY,20.60,NYSE,
CHDN,134.61,NASDAQ,
JNPR,30.80,NYSE,
RRX,151.81,NYSE,
TTC,97.79,NYSE,
ARCC,18.59,NASDAQ,
CUBE,45.06,NYSE,
TPR,43.22,NYSE,
LSXMB,27.99,NASDAQ,
SCI,65.68,NYSE,
OVV,48.45,TSE,
CFLT,34.72,NASDAQ,
AGCO,134.73,NYSE,
USFD,42.12,NYSE,
AFG,116.23,NYSE,
PATH,16.42,NYSE,
BURL,149.21,NYSE,
LAMR,94.58,NASDAQ,
DAR,59.72,NYSE,
RGA,143.22,NYSE,
WSC,47.62,NASDAQ,
ROKU,64.52,NASDAQ,
EMN,79.41,NYSE,
UHAL,53.43,NYSE,
MTN,247.03,NYSE,
CGNX,54.01,NASDAQ,
NBIX,98.61,NASDAQ,
FNF,34.77,NYSE,
PNW,83.12,NYSE,
EQH,26.22,NYSE,
PAA,13.52,NASDAQ,
VST,25.15,NYSE,
PCOR,17.83,TSE,
KEY,30.11,TSE,
TPG,29.00,NASDAQ,
BKI,0.080,TSE,
INSP,308.99,NYSE,
SNX,96.16,NYSE,
DBX,25.75,NASDAQ,
HOOD,9.76,NASDAQ,
FFIV,145.66,NASDAQ,
UNM,45.60,NYSE,
CAR,219.71,NASDAQ,
KRTX,239.08,NASDAQ,
BBWI,38.56,NYSE,
DVA,97.68,NYSE,
WMS,114.21,NYSE,
VRT,22.97,NYSE,
KBR,65.29,NYSE,
WCC,173.39,NYSE,
HII,219.68,NYSE,
DCP,15.90,TSE,
MASI,163.10,NASDAQ,
MORN,201.77,NASDAQ,
MTZ,113.20,NYSE,
COLD,31.92,NYSE,
TTEK,164.02,NASDAQ,
KNX,53.90,NYSE,
PFGC,56.22,NYSE,
CLH,159.54,NYSE,
DINO,44.54,NYSE,
FBIN,67.74,NYSE,
HAS,60.20,NASDAQ,
BXP,54.18,NYSE,
CLF,16.56,TSE,
LEA,141.10,NYSE,
RGEN,149.44,NASDAQ,
ALLY,27.44,NYSE,
XRAY,38.97,NASDAQ,
EME,177.92,NYSE,
TOL,76.21,NYSE,
KNSL,362.60,NYSE,
BJ,61.21,NYSE,
APP,23.35,NASDAQ,
NCLH,19.22,NYSE,
CASY,221.00,NASDAQ,
SAIA,312.00,NASDAQ,
CHE,546.42,NYSE,
SOFI,8.63,NASDAQ,
RL,123.65,NYSE,
DLB,83.20,NYSE,
WHR,144.66,NYSE,
GNRC,131.52,NYSE,
ALGM,41.18,NASDAQ,
THC,78.95,NYSE,
CTLT,43.49,NYSE,
SEIC,58.49,NASDAQ,
BLD,248.91,NYSE,
WSM,120.97,NYSE,
SKX,51.26,NYSE,
ARW,137.07,NYSE,
IRDM,61.48,NASDAQ,
NYCB,10.68,NYSE,
NNN,41.77,NYSE,
NRG,33.88,NYSE,
RHI,71.74,NYSE,
MIDD,143.66,NASDAQ,
COHR,46.87,NYSE,
EGP,172.63,NYSE,
VFC,19.13,NYSE,
JEF,32.33,NYSE,
LAD,279.85,NYSE,
NATI,57.27,NASDAQ,
ATR,113.62,NYSE,
IVZ,16.51,NYSE,
GPK,24.41,NYSE,
GTLB,46.78,NASDAQ,
WWE,101.31,NYSE,
EWBC,51.69,NASDAQ,
WEX,174.82,NYSE,
GME,24.43,NYSE,
BERY,63.22,NYSE,
CACI,329.90,NYSE,
RGLD,113.25,NASDAQ,
OHI,30.74,NYSE,
DCI,61.49,NYSE,
RCM,16.95,NASDAQ,
WRK,28.17,NYSE,
OGE,36.58,NYSE,
HR,18.64,NYSE,
SITE,160.15,NYSE,
ITT,88.44,NYSE,
TXRH,109.30,NASDAQ,
ORI,24.60,NYSE,
AGL,17.07,NYSE,
CFR,108.87,NYSE,
GXO,61.51,NYSE,
AXTA,32.02,NYSE,
FR,7.04,TSE,
MKSI,103.06,NASDAQ,
JLL,147.49,NYSE,
VOYA,71.29,NYSE,
PRI,193.07,NYSE,
WWD,117.20,NASDAQ,
INGR,103.73,NYSE,
LFUS,278.96,NASDAQ,
BYD,247.82,TSE,
RRC,29.00,NYSE,
NTNX,28.39,NASDAQ,
AIZ,131.34,NYSE,
MEDP,220.44,NASDAQ,
ST,44.54,NYSE,
AN,151.68,NYSE,
PII,119.17,NYSE,
CCCS,10.72,NASDAQ,
CW,178.69,NYSE,
TXG,18.15,TSE,
ACHC,74.78,NASDAQ,
WBS,38.15,NYSE,
OLED,139.13,NASDAQ,
SPSC,182.17,NASDAQ,
CNM,29.00,NYSE,
LSTR,185.51,NASDAQ,
EDR,3.68,TSE,
AMKR,26.04,NASDAQ,
TREX,60.06,NYSE,
CROX,108.58,NASDAQ,
STAG,35.60,NYSE,
TPX,38.24,NYSE,
FCN,192.66,NYSE,
RMBS,59.06,NASDAQ,
GNTX,27.76,NASDAQ,
AR,0.56,TSE,
EHC,65.45,NYSE,
BRX,21.32,NYSE,
GTLS,155.23,NYSE,
CIEN,41.87,NYSE,
MHK,100.68,NYSE,
WOLF,50.51,NYSE,
MAT,17.87,NASDAQ,
HLI,94.03,NYSE,
MSA,0.63,TSE,
ESTC,63.96,NYSE,
W,55.37,NYSE,
LNTH,92.20,NASDAQ,
RH,287.80,NYSE,
FHN,11.60,NYSE,
ALK,49.58,NYSE,
OLN,48.32,NYSE,
CACC,493.31,NASDAQ,
IPGP,130.08,NASDAQ,
BWXT,68.74,NYSE,
MUSA,14.53,TSE,
DV,37.87,NYSE,
ITCI,66.43,NASDAQ,
SF,59.33,NYSE,
TKR,86.76,NYSE,
CHRD,151.90,NASDAQ,
DOCS,31.51,NYSE,
STWD,19.44,NYSE,
NYT,37.68,NYSE,
EXEL,19.01,NASDAQ,
DUOL,142.30,NASDAQ,
NOVT,173.80,NASDAQ,
COKE,664.00,NASDAQ,
APPF,169.81,NASDAQ,
ADC,65.19,NYSE,
HXL,73.63,NYSE,
AA,34.91,NYSE,
EXP,174.57,NYSE,
LNW,66.95,NASDAQ,
NOV,15.65,NYSE,
RBC,208.14,NYSE,
PDCE,69.90,NASDAQ,
CBSH,47.64,NASDAQ,
AGNC,10.18,NASDAQ,
APG,25.83,NYSE,
VVV,36.35,NYSE,
PLNT,67.25,NYSE,
PLUG,9.88,NASDAQ,
SWN,5.49,NYSE,
VMI,299.56,NYSE,
ALTR,73.24,NASDAQ,
NTRA,52.68,NASDAQ,
XPO,52.08,NYSE,
MUR,38.32,NYSE,
NFE,28.92,NASDAQ,
BC,83.77,NYSE,
RLI,131.81,NYSE,
LEVI,14.71,NYSE,
SIGI,98.19,NASDAQ,
REYN,28.40,NASDAQ,
WTS,177.76,NYSE,
GMED,57.74,NYSE,
IONS,41.27,NASDAQ,
FAF,0.00,TSE,
CWEN,29.76,NYSE,
BMBL,17.50,NASDAQ,
NXST,162.63,NASDAQ,
QDEL,85.58,NASDAQ,
WH,67.95,NYSE,
SAIC,109.04,NYSE,
TNET,97.26,NYSE,
MTDR,50.17,NYSE,
GWRE,69.03,NYSE,
SON,58.58,NYSE,
ELF,900.00,TSE,
DXC,32.13,TSE,
CHH,114.48,NYSE,
BOKF,84.30,NASDAQ,
SEE,38.93,NYSE,
UGI,26.78,NYSE,
FIX,164.35,NYSE,
EEFT,112.43,NASDAQ,
SSD,133.98,NYSE,
WING,191.74,NASDAQ,
UNVR,35.81,NYSE,
SRC,39.04,NYSE,
HTZ,17.64,NASDAQ,
PR,8.02,TSE,
UFPI,90.75,NASDAQ,
BEPC,42.49,TSE,
CMA,42.10,NYSE,
CHX,28.26,NASDAQ,
ADT,6.11,NYSE,
HGTY,9.50,NYSE,
CMC,47.62,NYSE,
PB,58.44,NYSE,
RHP,92.89,NYSE,
OPCH,29.84,NASDAQ,
ATKR,144.12,NYSE,
NEP,61.49,NYSE,
NVST,33.74,NYSE,
POST,85.69,NYSE,
MPW,8.93,NYSE,
OSK,3.24,TSE,
ACLS,165.86,NASDAQ,
DDS,325.29,NYSE,
FIVN,73.94,NASDAQ,
HQY,62.90,NASDAQ,
ISEE,38.95,NASDAQ,
MSM,97.16,NYSE,
CERE,33.07,NASDAQ,
SMAR,38.02,NYSE,
BFAM,92.02,NYSE,
ORCC,13.71,NYSE,
AMG,145.95,NYSE,
OGN,20.79,NYSE,
WK,98.77,NYSE,
X,28.82,TSE,
HCP,26.44,NASDAQ,
FSK,18.76,NYSE,
AM,11.04,NYSE,
ENSG,93.52,NASDAQ,
FOUR,44.05,TSE,
AAON,100.05,NASDAQ,
IDA,104.47,NYSE,
INFA,17.80,NYSE,
SSB,68.03,NASDAQ,
ASAN,22.81,NYSE,
SGRY,41.35,NASDAQ,
AYI,163.64,NYSE,
AIT,138.36,NYSE,
CIVI,65.58,NYSE,
IAC,61.01,NASDAQ,
ONTO,105.92,NYSE,
TDC,51.40,NYSE,
MMS,85.79,NYSE,
ATI,41.29,NYSE,
FLO,24.47,NYSE,
BECN,80.75,NASDAQ,
PVH,82.06,NYSE,
POWI,88.93,NASDAQ,
EXPO,99.95,NASDAQ,
OMF,42.80,NYSE,
TMHC,47.43,NYSE,
LANC,188.04,NASDAQ,
MGY,20.08,NYSE,
SLGN,46.24,NYSE,
PPC,21.37,NASDAQ,
THO,96.43,NYSE,
CC,33.95,NYSE,
ORA,9.69,TSE,
ALIT,9.04,NYSE,
HGV,45.54,NYSE,
ELAN,9.99,NYSE,
CWST,86.45,NASDAQ,
PSN,48.20,NYSE,
EXLS,150.06,NASDAQ,
HRB,33.37,NYSE,
PCVX,53.01,NASDAQ,
PBF,40.43,NYSE,
FRSH,16.31,NASDAQ,
JOBY,6.86,NYSE,
SLAB,151.26,NASDAQ,
NSA,34.92,NYSE,
AI,11.21,TSE,
IMGN,19.21,NASDAQ,
MTH,135.16,NYSE,
HOG,9.84,TSE,
VNT,31.27,NYSE,
DNB,11.15,NYSE,
VSAT,40.16,NASDAQ,
ALSN,53.54,NYSE,
LTHM,26.86,NYSE,
ABG,226.48,NYSE,
TRNO,58.19,NYSE,
TENB,40.95,NASDAQ,
BRBR,36.46,NYSE,
MMSI,82.64,NASDAQ,
NSIT,143.61,NASDAQ,
QLYS,125.70,NASDAQ,
NEWR,66.65,NYSE,
SNDR,26.79,NYSE,
AFRM,15.50,NASDAQ,
FLS,36.64,NYSE,
WEN,22.36,NASDAQ,
COLM,76.16,NASDAQ,
LPX,68.06,NYSE,
HOMB,22.76,NYSE,
FIZZ,49.72,NASDAQ,
KRG,21.01,NYSE,
NFG,51.40,NYSE,
EVR,120.97,NYSE,
ENLC,10.08,NYSE,
NEOG,21.70,NASDAQ,
DTM,48.23,NYSE,
FLNC,25.98,NASDAQ,
COLB,21.74,NASDAQ,
VAC,125.09,NYSE,
CWAN,15.58,NYSE,
FELE,100.44,NASDAQ,
NJR,47.90,NYSE,
POR,47.89,NYSE,
MLI,80.30,NYSE,
SWX,62.84,NYSE,
OZK,39.49,NASDAQ,
ESI,2.03,TSE,
NSP,120.33,NYSE,
RYN,29.42,NYSE,
HALO,36.12,NASDAQ,
HUN,11.70,TSE,
CR,5.22,TSE,
AL,40.95,NYSE,
ZWS,19.34,TSE,
SNV,30.62,NYSE,
MDGL,240.89,NASDAQ,
S,0.50,TSE,
RITM,9.33,NYSE,
ASH,84.38,NYSE,
ICUI,182.25,NASDAQ,
MTG,15.30,NYSE,
CNXC,81.99,NASDAQ,
DRS,17.18,NASDAQ,
BPOP,60.70,NASDAQ,
KEX,74.51,NYSE,
GATX,124.73,NYSE,
PECO,32.87,NASDAQ,
DEN,87.31,NYSE,
PNFP,56.41,NASDAQ,
MTSI,60.34,NASDAQ,
AJRD,54.49,NYSE,
IPAR,139.06,NASDAQ,
BMI,150.95,NYSE,
BCPC,133.64,NASDAQ,
WU,11.51,NYSE,
AVT,47.60,NASDAQ,
DRVN,25.87,NASDAQ,
GH,9.12,TSE,
OGS,79.17,NYSE,
GOCO,19.80,NASDAQ,
SYNH,41.70,NASDAQ,
DNLI,31.11,NASDAQ,
WFRD,61.52,NASDAQ,
M,15.45,NYSE,
FCFS,93.61,NASDAQ,
CAVA,38.34,NYSE,
WTFC,69.81,NASDAQ,
HAE,84.45,NYSE,
FYBR,16.47,NASDAQ,
SHC,15.00,NASDAQ,
BOX,28.39,NYSE,
SQSP,30.45,NYSE,
CRUS,75.93,NASDAQ,
FFIN,28.68,NASDAQ,
LITE,55.80,NASDAQ,
SRCL,45.06,NASDAQ,
PEGA,48.70,NASDAQ,
KBH,52.01,NYSE,
DIOD,91.42,NASDAQ,
MSGS,176.68,NYSE,
UBSI,30.52,NASDAQ,
FNB,11.50,NYSE,
IRT,18.06,NYSE,
HLNE,77.79,NASDAQ,
ENS,15.07,TSE,
CVNA,24.17,NYSE,
VC,147.28,NASDAQ,
PYCR,23.28,NASDAQ,
AMN,103.04,NYSE,
SHLS,24.97,NASDAQ,
FLR,29.38,NYSE,
VLY,7.97,NASDAQ,
PCH,51.90,NASDAQ,
CNMD,133.39,NYSE,
MDU,20.38,NYSE,
ZION,27.95,NASDAQ,
LNC,24.51,NYSE,
FOXF,98.87,NASDAQ,
BRZE,40.03,NASDAQ,
HE,36.89,NYSE,
BKH,61.34,NYSE,
AMC,3.20,TSE,
STR,26.20,NYSE,
TDOC,17.10,TSE,
AZEK,27.61,NYSE,
THG,113.88,NYSE,
ACT,24.98,NASDAQ,
WAL,36.60,NYSE,
MSTR,331.31,NASDAQ,
VNOM,25.39,NASDAQ,
RUN,18.65,NASDAQ,
AEIS,106.35,NASDAQ,
AAP,68.72,NYSE,
ETRN,9.57,NYSE,
BDC,94.53,NYSE,
LEG,30.14,NYSE,
SUM,34.16,NYSE,
ONB,13.51,NASDAQ,
SAM,0.14,TSE,
SLM,16.47,NASDAQ,
MP,21.88,NYSE,
RDN,25.04,NYSE,
CXM,13.68,NYSE,
DNA,1.77,NYSE,
PNM,45.79,NYSE,
VSH,27.90,NYSE,
JBT,121.43,NYSE,
TEX,57.36,NYSE,
ESAB,65.31,NYSE,
MAN,77.71,NYSE,
ACAD,24.09,NASDAQ,
BPMC,63.66,NASDAQ,
NEU,399.80,NYSE,
NTLA,41.85,NASDAQ,
BLKB,70.18,NASDAQ,
ARWR,35.53,NASDAQ,
GT,13.39,NASDAQ,
DOCN,41.38,NYSE,
GBCI,32.22,NYSE,
R,81.98,NYSE,
PENN,24.27,NASDAQ,
SPXC,83.39,NYSE,
PWSC,19.05,NYSE,
APPN,48.27,NASDAQ,
SEM,30.30,NYSE,
CADE,20.33,NYSE,
FSS,63.00,NYSE,
AXSM,88.56,NASDAQ,
CBT,66.40,NYSE,
CABO,638.75,NYSE,
ASO,48.98,NASDAQ,
LTH,18.82,NYSE,
HHC,74.95,NYSE,
SUN,43.80,NYSE,
AB,32.47,NYSE,
GTES,13.15,NYSE,
HRI,131.60,NYSE,
NNI,98.43,NYSE,
YOU,23.54,NYSE,
LYFT,9.72,NASDAQ,
FOLD,12.73,NASDAQ,
SEAS,57.29,NYSE,
SMPL,36.64,NASDAQ,
PGNY,38.25,NASDAQ,
IBP,129.32,NYSE,
EPRT,23.83,NYSE,
TGTX,23.80,NASDAQ,
AVNT,0.14,TSE,
OLLI,59.43,NASDAQ,
HI,51.59,NYSE,
INST,24.12,NYSE,
KRC,30.04,NYSE,
SKY,63.42,NYSE,
TGNA,15.86,NYSE,
TFSL,12.56,NASDAQ,
RARE,52.15,NASDAQ,
ACA,74.90,NYSE,
FLYW,32.04,NASDAQ,
MODG,19.24,NYSE,
DISH,6.35,NASDAQ,
BE,16.50,NYSE,
CRCT,16.69,NASDAQ,
DOC,13.87,NYSE,
ASGN,70.90,NYSE,
RETA,95.76,NASDAQ,
NCR,24.69,NYSE,
NWE,58.61,NASDAQ,
FUL,64.33,NYSE,
LFST,9.09,NASDAQ,
HP,34.09,NYSE,
FOCS,52.50,NASDAQ,
PFSI,69.39,NYSE,
ALE,59.98,NYSE,
SDGR,47.08,NASDAQ,
SANM,58.62,NASDAQ,
BXMT,20.17,NYSE,
NWL,8.10,NASDAQ,
SR,63.93,NYSE,
TWNK,25.84,NASDAQ,
GEF,67.63,NYSE,
SFM,33.19,NASDAQ,
CYTK,36.12,NASDAQ,
APLE,14.74,NYSE,
VIRT,18.44,NASDAQ,
EPR,44.38,NYSE,
GOLF,51.23,NYSE,
KWR,192.25,NYSE,
GPI,244.29,NYSE,
FHI,11.50,TSE,
HWC,38.47,NASDAQ,
SM,29.76,NYSE,
PAGP,14.11,NASDAQ,
NCNO,29.46,NASDAQ,
CRVL,196.58,NASDAQ,
RELY,18.58,NASDAQ,
NARI,59.13,NASDAQ,
BSM,16.05,NYSE,
CALX,49.47,NYSE,
BCO,71.25,NYSE,
IART,40.74,NASDAQ,
VIR,24.92,NASDAQ,
SAGE,55.22,NASDAQ,
SYNA,82.09,NASDAQ,
OMCL,70.80,NASDAQ,
COOP,49.05,NASDAQ,
RUSHA,59.47,NASDAQ,
QS,7.06,NYSE,
GPS,9.16,NYSE,
CUZ,21.50,NYSE,
SMG,58.75,NYSE,
PINC,17.72,TSE,
MRVI,13.18,NASDAQ,
ITRI,71.33,NASDAQ,
PACB,12.63,NASDAQ,
ENOV,60.36,NYSE,
INTA,48.39,NASDAQ,
AMBA,79.95,NASDAQ,
RNG,32.86,NYSE,
BL,53.54,NASDAQ,
AEL,41.64,NYSE,
UNF,169.87,NYSE,
AWR,87.53,NYSE,
OI,20.85,NYSE,
EVH,28.68,NYSE,
STGW,7.53,NASDAQ,
ARRY,21.57,NASDAQ,
KRYS,120.00,NASDAQ,
UA,6.86,NYSE,
GKOS,64.91,NYSE,
VNO,15.49,NYSE,
MDC,44.83,NYSE,
TPH,32.25,NYSE,
AYX,43.76,NYSE,
AWI,70.25,NYSE,
CCOI,65.23,NASDAQ,
EXTR,24.11,NASDAQ,
ZD,65.91,NASDAQ,
BCC,81.48,NYSE,
CVLT,71.01,NASDAQ,
OTTR,76.29,NASDAQ,
SHAK,75.19,NYSE,
HL,5.05,NYSE,
LOPE,102.06,NASDAQ,
MAIN,38.33,NYSE,
SPR,29.68,NYSE,
PTCT,43.06,NASDAQ,
DY,108.43,NYSE,
TNL,40.22,NYSE,
NOG,33.41,NYSE,
CRC,43.64,NYSE,
SXT,72.40,NYSE,
WIRE,176.28,NASDAQ,
LGIH,130.41,NASDAQ,
BANF,92.58,NASDAQ,
YETI,35.86,NYSE,
BTU,21.46,NYSE,
SPB,9.46,TSE,
VERX,19.34,NASDAQ,
JWN,18.47,NYSE,
IRTC,98.46,NASDAQ,
LCII,121.56,NYSE,
AKRO,52.72,NASDAQ,
ESMT,17.82,NYSE,
KD,13.17,NYSE,
KMPR,47.42,NYSE,
EXPI,19.37,NASDAQ,
AVA,40.00,NYSE,
AZTA,45.39,NASDAQ,
UCBI,25.47,NASDAQ,
WOR,61.00,NYSE,
URBN,31.87,NASDAQ,
BHF,44.95,NASDAQ,
JJSF,156.54,NASDAQ,
ENV,54.56,NYSE,
FRPT,62.30,NASDAQ,
UMBF,59.43,NASDAQ,
AMED,90.79,NASDAQ,
LXP,9.93,NYSE,
CNS,59.09,NYSE,
PRVA,24.95,NASDAQ,
FTAI,29.83,NASDAQ,
THS,52.75,NYSE,
ARNC,29.25,NYSE,
ROG,160.16,NYSE,
MC,43.33,NYSE,
PTON,7.58,NASDAQ,
CWT,52.17,NYSE,
CHPT,7.99,NYSE,
AUR,2.43,NASDAQ,
CEQP,26.82,NYSE,
VRNS,25.60,NASDAQ,
ACVA,17.83,NASDAQ,
VRRM,19.19,NASDAQ,
MQ,5.07,NASDAQ,
PJT,71.80,NYSE,
IBOC,44.84,NASDAQ,
ITGR,85.77,NYSE,
CNX,17.09,NYSE,
HASI,25.60,NYSE,
CRK,10.56,NYSE,
PBH,101.00,TSE,
MGEE,78.46,NASDAQ,
AIN,90.54,NYSE,
CERT,17.52,NASDAQ,
GO,27.93,NASDAQ,
PK,12.57,NYSE,
GMS,67.59,NYSE,
KOS,6.01,NYSE,
RKLB,5.90,NASDAQ,
IAS,17.53,NASDAQ,
MORF,61.05,NASDAQ,
FROG,26.81,NASDAQ,
PDCO,32.41,NASDAQ,
UPST,31.72,NASDAQ,
INSM,20.69,NASDAQ,
WERN,43.90,NASDAQ,
CRDO,17.84,NASDAQ,
PRFT,78.20,NASDAQ,
ABM,41.66,NYSE,
RVMD,25.78,NASDAQ,
OFC,23.84,NYSE,
RRR,46.93,NASDAQ,
CBU,49.10,NYSE,
SBRA,11.73,NASDAQ,
CVI,27.41,NYSE,
EVEX,10.55,NYSE,
GHC,572.41,NYSE,
AMPH,56.36,NASDAQ,
CBZ,54.21,NYSE,
STEP,3.05,TSE,
SPT,47.06,NASDAQ,
TR,37.39,NYSE,
RPD,22.12,TSE,
PLXS,96.29,NASDAQ,
FWRD,103.28,NASDAQ,
JOE,45.71,NYSE,
JBLU,8.14,NASDAQ,
BBIO,16.75,NASDAQ,
MATX,74.03,NYSE,
KFY,50.43,NYSE,
CRI,68.19,NYSE,
WDFC,191.62,NASDAQ,
NPO,126.62,NYSE,
WD,78.87,NYSE,
NABL,14.31,NYSE,
AXNX,51.13,NASDAQ,
REZI,17.87,NYSE,
TMDX,81.23,NASDAQ,
DEA,14.38,NYSE,
SITM,117.79,NASDAQ,
WHD,40.53,NYSE,
RUM,9.06,NASDAQ,
HUBG,77.87,NASDAQ,
KAI,218.00,NYSE,
APAM,37.51,NYSE,
CNO,22.72,NYSE,
IMVT,20.12,NASDAQ,
LAZR,6.55,NASDAQ,
MCW,8.43,NYSE,
SHOO,33.58,NASDAQ,
DORM,81.58,NASDAQ,
RXO,21.98,NYSE,
ALRM,50.73,NASDAQ,
DEI,12.56,NYSE,
ESE,99.08,NYSE,
KDNY,38.37,NASDAQ,
TCBI,52.15,NASDAQ,
BEAM,32.66,NASDAQ,
FIBK,24.10,NASDAQ,
OUT,15.09,NYSE,
FTDR,31.26,NASDAQ,
ASB,16.51,NYSE,
CRS,53.09,NYSE,
PRGS,57.43,NASDAQ,
PROK,10.75,NASDAQ,
MXL,30.45,NASDAQ,
CSWI,162.35,NASDAQ,
YELP,35.55,NYSE,
GRBK,56.44,NYSE,
CARG,21.41,NASDAQ,
KSS,22.22,NYSE,
STAA,50.45,NASDAQ,
FL,26.63,NYSE,
PSEC,6.17,NASDAQ,
NUVL,42.95,NASDAQ,
JXN,29.64,NYSE,
HIW,22.30,NYSE,
DKL,57.56,NYSE,
PI,92.28,NASDAQ,
IOSP,98.84,NASDAQ,
TWKS,7.63,NASDAQ,
IDCC,91.91,NASDAQ,
SFBS,43.51,NYSE,
CATY,32.66,NASDAQ,
MWA,15.63,NYSE,
BRC,49.00,NYSE,
MAC,10.93,NYSE,
GNW,5.05,NYSE,
ACIW,21.97,NASDAQ,
ABR,14.43,NYSE,
RVNC,28.37,NASDAQ,
HAYW,11.50,NYSE,
PTEN,11.81,NASDAQ,
VICR,53.52,NASDAQ,
ABCB,34.09,NASDAQ,
FHB,18.52,NASDAQ,
AVAV,97.19,NASDAQ,
FORM,31.01,NASDAQ,
JAMF,18.86,NASDAQ,
AMRC,46.48,NYSE,
DAN,16.78,NYSE,
PZZA,72.63,NASDAQ,
NXRT,45.42,NYSE,
AMR,168.52,NYSE,
EVTC,36.57,NYSE,
DNUT,14.26,NASDAQ,
OLPX,3.57,NASDAQ,
BOOT,80.90,NYSE,
VRNT,35.53,NASDAQ,
ENR,33.46,NYSE,
CVCO,279.35,NASDAQ,
VIAV,10.43,NASDAQ,
WOOF,8.64,NASDAQ,
TRIP,16.11,NASDAQ,
KTB,41.94,NYSE,
LBRT,13.31,NYSE,
AX,38.66,NYSE,
